,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
1190,Roberto,2015-06-08,"Chicago, IL",within an hour,100%,1,Portage Park,"['email', 'phone']",t,1,Neighborhood highlights,Belmont Cragin,1,1,1 shared bath,"[""Shower gel"", ""First aid kit"", ""Other gas stove"", ""Portable fans"", ""Single oven"", ""Self check-in"", ""Central heating"", ""Shared backyard \u2013 Fully fenced"", ""Garden view"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shared gym nearby"", ""42 inch HDTV with Netflix, DVD player"", ""Rice maker"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Samsung - Ice maker refrigerator"", ""Dishes and silverware"", ""Laundromat nearby"", ""BBQ grill: charcoal"", ""Sun loungers"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Smoking allowed"", ""Blender"", ""Clothing storage: closet and dresser"", ""Beach essentials"", ""Fast wifi \u2013 736 Mbps"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-10-15,2022-05-08,2827372,0,35342456,94.0,26.0,41.9383,-87.75677,2.0,1.0,1.0,2.0,122.0,32.0,120,32.0,120.0,28,56,86,265,21.0,0.0,0.0,5.0,5.0,4.95,5.0,5.0,4.95,4.95,0.29
1193,Venisha,2017-10-08,"Chicago, IL",within an hour,80%,1,Washington Heights,"['email', 'phone']",t,1,Neighborhood highlights,Washington Heights,4,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Free dryer \u2013 In unit"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Bathtub"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""GE stainless steel gas stove"", ""Dishes and silverware"", ""Bed linens"", ""Cleaning products"", ""Essentials"", ""Laundromat nearby"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""Microwave"", ""Hot water""]",t,2018-10-13,2020-02-02,City registration pending,0,153829791,96.0,5.0,41.9,-87.65808,2.0,1.0,1.0,2.0,29.0,32.0,240,32.0,1125.0,3,33,62,62,47.0,0.0,0.0,4.77,4.87,4.96,4.85,4.91,4.7,4.85,0.65
1196,Tippi,2011-09-29,"Chicago, IL",within a few hours,100%,1,Irving Park,"['email', 'phone']",t,1,Neighborhood highlights,Irving Park,1,1,1 shared bath,"[""Shower gel"", ""Bidet"", ""Refrigerator"", ""Backyard"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Rice maker"", ""Clothing storage: closet"", ""Hot water kettle"", ""Body soap"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Free dryer"", ""Washer \u2013\u00a0In unit"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Coffee maker: Keurig coffee machine"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Blender"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-10-14,2024-09-01,R22000094076,0,1224828,99.0,2.0,41.95646286010742,-87.72673797607422,2.0,1.0,1.0,2.0,60.0,2.0,14,2.0,14.0,2,23,50,50,57.0,26.0,3.0,4.89,4.91,4.74,4.96,4.93,4.89,4.88,0.79
1199,Marty & Rob,2016-08-15,"Chicago, IL",within an hour,100%,1,Edgewater,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Edgewater,4,1,2 baths,"[""Shower gel"", ""Fast wifi \u2013 154 Mbps"", ""First aid kit"", ""Radiant heating"", ""Self check-in"", ""Dishwasher"", ""Central heating"", ""40 inch HDTV with Netflix"", ""BBQ grill: gas"", ""Shared backyard \u2013 Fully fenced"", ""Garden view"", ""Exterior security cameras on property"", ""Smart lock"", ""Dining table"", ""Coffee"", ""Ethernet connection"", ""Wine glasses"", ""Hangers"", ""Suave shampoo"", ""Room-darkening shades"", ""Outdoor furniture"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Hot water kettle"", ""Suave conditioner"", ""Coffee maker: drip coffee maker"", ""Books and reading material"", ""Insignia  refrigerator"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Mini fridge"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Sun loungers"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Blender"", ""Suave body soap"", ""Beach essentials"", ""Freezer"", ""Paid street parking off premises"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2019-05-14,2023-11-13,R21000068268,0,90128865,100.0,3.0,41.98847,-87.67075,4.0,2.0,2.0,2.0,195.0,3.0,1125,3.0,1125.0,9,21,51,141,8.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12
1201,Michael,2015-12-18,"Chicago, IL",within an hour,100%,1,River North,"['email', 'phone']",t,0,Neighborhood highlights,Near North Side,18,1,1 private bath,"[""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Dryer"", ""Stove"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Bathtub"", ""Paid parking off premises"", ""Air conditioning"", ""Washer"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Shared patio or balcony"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Keypad"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-10-22,2024-09-13,R18000031600,1,51668477,99.0,10.0,41.88873,-87.63055,2.0,1.0,1.0,2.0,120.0,1.0,1125,2.0,1125.0,1,12,33,290,31.2,12.4,1.2,4.9,4.89,4.72,4.95,4.98,4.97,4.9,1.8
1204,Luiz,2018-10-13,"Chicago, IL",within an hour,100%,0,Garfield Park,"['email', 'phone']",t,1,Neighborhood highlights,East Garfield Park,1,1,2 shared baths,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Iron"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm""]",t,2018-10-25,2024-08-30,R21000070719,1,220441747,99.0,11.0,41.87341,-87.69506,4.0,2.0,1.0,1.0,45.0,2.0,30,2.0,1125.0,20,46,76,151,31.2,45.0,2.0,4.8,4.41,4.9,4.62,4.9,4.9,4.8,3.51
1205,Luiz,2018-10-13,"Chicago, IL",within an hour,100%,0,Garfield Park,"['email', 'phone']",t,1,Neighborhood highlights,East Garfield Park,1,1,2 baths,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Iron"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm""]",t,2018-10-25,2024-08-22,R21000070719,1,220441747,99.0,11.0,41.87459,-87.6933,3.0,2.0,1.0,1.0,42.0,2.0,30,2.0,1125.0,22,52,82,157,155.0,21.0,2.0,4.8,4.45,4.9,4.74,4.67,4.9,4.8,2.16
1206,Luiz,2018-10-13,"Chicago, IL",within an hour,100%,0,Garfield Park,"['email', 'phone']",t,1,Neighborhood highlights,East Garfield Park,1,1,2 baths,"[""Lock on bedroom door"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Keypad"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Self check-in"", ""Iron"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Kitchen"", ""Carbon monoxide alarm""]",t,2018-10-24,2024-09-03,R21000070719,1,220441747,99.0,11.0,41.87483,-87.69308,3.0,2.0,1.0,1.0,40.0,2.0,30,2.0,1125.0,20,50,80,155,31.2,21.0,1.0,4.8,4.9,4.9,4.56,4.9,4.9,4.8,2.48
1209,Molly,2018-10-19,"Chicago, IL",within a few hours,100%,1,Kenwood,"['email', 'phone']",t,1,Neighborhood highlights,Kenwood,8,1,1 private bath,"[""Shower gel"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Dining table"", ""Coffee"", ""Shampoo"", ""Shared beach access"", ""Lake access"", ""Wine glasses"", ""Hangers"", ""Private patio or balcony"", ""Outdoor furniture"", ""Central air conditioning"", ""Clothing storage: closet"", ""50 inch HDTV with standard cable"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Piano"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Coffee maker: french press, pour-over coffee"", ""Host greets you"", ""Ceiling fan"", ""Hot water""]",t,2018-12-02,2024-09-14,R22000076211,0,221566015,84.0,1.0,41.80816,-87.59339,2.0,1.0,1.0,1.0,115.0,3.0,8,3.0,8.0,7,31,61,240,97.0,11.0,1.0,4.97,4.96,4.96,4.95,4.96,4.93,4.94,1.37
1216,Heidi,2018-04-20,"Chicago, IL",within an hour,100%,1,Chinatown,"['email', 'phone']",t,1,Neighborhood highlights,Armour Square,26,1,3 shared baths,"[""Shower gel"", ""Refrigerator"", ""Heating"", ""Garden view"", ""AC - split type ductless system"", ""Dining table"", ""Shampoo"", ""Ethernet connection"", ""Bread maker"", ""Hangers"", ""Private entrance"", ""Room-darkening shades"", ""Paid parking off premises"", ""Long term stays allowed"", ""Central air conditioning"", ""Clothing storage: closet"", ""Hot water kettle"", ""Fast wifi \u2013 110 Mbps"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""City skyline view"", ""Drying rack for clothing"", ""Private living room"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Courtyard view"", ""Microwave"", ""Hot water""]",t,2019-04-07,2024-09-13,R20000054189,0,185387095,100.0,4.0,41.8512,-87.6376,2.0,3.0,1.0,1.0,69.0,1.0,1125,2.0,1125.0,5,31,61,336,133.0,27.0,3.0,4.92,4.94,4.87,4.95,4.93,4.91,4.85,2.0
1217,Suzanne,2014-09-16,"Chicago, IL",within a few hours,100%,1,West Ridge,"['email', 'phone']",t,1,Neighborhood highlights,West Ridge,16,1,1 shared bath,"[""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Backyard"", ""Wifi"", ""Heating"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""TV"", ""Patio or balcony"", ""Long term stays allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Window AC unit"", ""Smoke alarm"", ""Single level home"", ""Free street parking"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-11-11,2024-08-11,R17000015304,0,21425912,100.0,2.0,41.99394,-87.69507,2.0,1.0,1.0,1.0,95.0,32.0,60,32.0,60.0,30,60,90,90,14.0,4.0,0.0,4.71,5.0,4.93,5.0,5.0,4.93,4.79,0.2
1221,Aiste,2014-07-23,"Chicago, IL",within a few hours,100%,1,Near West Side,"['email', 'phone']",t,1,Neighborhood highlights,Near West Side,1,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Heating"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Bathtub"", ""TV"", ""Long term stays allowed"", ""Central air conditioning"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Body soap"", ""Stainless steel gas stove"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Dishes and silverware"", ""City skyline view"", ""Private living room"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Toaster"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-12-31,2024-08-21,R17000014214,0,18714715,100.0,15.0,41.88016,-87.68636,2.0,1.0,1.0,1.0,50.0,32.0,300,32.0,1125.0,14,14,14,273,20.0,2.0,1.0,5.0,4.9,4.9,5.0,4.95,4.65,4.8,0.29
1222,Suzanne,2014-09-16,"Chicago, IL",within a few hours,100%,1,West Ridge,"['email', 'phone']",t,1,Neighborhood highlights,West Ridge,16,1,1 shared bath,"[""Refrigerator"", ""BBQ grill"", ""First aid kit"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""Private entrance"", ""Private patio or balcony"", ""Free parking on premises"", ""TV"", ""Air conditioning"", ""Long term stays allowed"", ""Washer"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Single level home"", ""Free street parking"", ""Private backyard \u2013 Fully fenced"", ""Host greets you"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-11-21,2024-09-15,R17000015304,0,21425912,100.0,2.0,41.99418,-87.69507,2.0,1.0,1.0,1.0,80.0,32.0,1125,31.2,1125.0,26,56,86,361,95.0,32.0,2.0,4.98,4.97,4.85,4.99,4.96,4.86,4.93,1.34
1235,Roberto,2015-06-08,"Chicago, IL",within an hour,100%,1,Portage Park,"['email', 'phone']",t,1,Neighborhood highlights,Portage Park,1,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""45 inch HDTV with DVD player, Netflix"", ""First aid kit"", ""Self check-in"", ""Central heating"", ""Shared backyard \u2013 Fully fenced"", ""Garden view"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Cleaning available during stay"", ""Wine glasses"", ""Hangers"", ""Private entrance"", ""Outdoor furniture"", ""Long term stays allowed"", ""Shared gym nearby"", ""Rice maker"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Outdoor dining area"", ""Body soap"", ""Shared BBQ grill: charcoal"", ""Coffee maker"", ""Books and reading material"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Free dryer \u2013 In building"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""\u201cDigital Countertop Oven with air fry\u201d single oven"", ""Laundromat nearby"", ""Sun loungers"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Toaster"", ""Shared patio or balcony"", ""Smoke alarm"", ""Gas stove"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Smoking allowed"", ""Fast wifi \u2013 742 Mbps"", ""Blender"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,31/12/2030,31/12/2030,Without license,0,35342456,94.0,26.0,41.93881,-87.75719,3.0,1.0,1.0,2.0,114.0,32.0,120,32.0,120.0,18,42,72,178,0.0,0.0,0.0,4.8,4.68,4.9,4.8,4.94,4.9,4.8,3.31
1247,Michael,2015-12-18,"Chicago, IL",within an hour,100%,1,River North,"['email', 'phone']",t,0,Neighborhood highlights,Near North Side,18,1,1 private bath,"[""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Pets allowed"", ""Heating"", ""Free dryer \u2013 In unit"", ""Stove"", ""Shampoo"", ""Hangers"", ""Oven"", ""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Keypad"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-11-25,2024-09-11,R18000031600,1,51668477,99.0,10.0,41.88893,-87.63022,2.0,1.0,1.0,2.0,120.0,1.0,14,2.0,14.0,2,11,24,272,31.2,12.4,1.2,4.89,4.88,4.63,4.97,4.98,4.98,4.89,6.06
1255,Venisha,2017-10-08,"Chicago, IL",within an hour,80%,1,Washington Heights,"['email', 'phone']",t,1,Neighborhood highlights,Washington Heights,4,1,1 private bath,"[""Shower gel"", ""Refrigerator"", ""Self check-in"", ""Wifi"", ""Heating"", ""Noise decibel monitors on property"", ""Free dryer \u2013 In unit"", ""32 inch HDTV with Netflix"", ""Shared backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Clothing storage"", ""Long term stays allowed"", ""Central air conditioning"", ""Coffee maker: drip coffee maker"", ""GE stainless steel gas stove"", ""Conditioner"", ""Bed linens"", ""Cleaning products"", ""Essentials"", ""Dishes and silverware"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Smoke alarm"", ""Free street parking"", ""Keypad"", ""Freezer"", ""Baking sheet"", ""Ceiling fan"", ""Kitchen"", ""Cooking basics"", ""Stainless steel single oven"", ""Microwave"", ""Hot water""]",t,2018-12-06,2024-09-09,R18000032637,0,153829791,96.0,5.0,41.9,-87.65956,2.0,1.0,1.0,1.0,29.0,32.0,240,31.9,1125.0,0,14,43,44,43.0,2.0,1.0,4.67,4.77,4.88,4.88,4.88,4.49,4.7,0.61
1268,Kanan,2015-12-14,"Chicago, IL",within an hour,100%,1,River North,"['email', 'phone', 'work_email']",t,1,Neighborhood highlights,Near North Side,19,1,2 baths,"[""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""HDTV with Roku, standard cable"", ""Shampoo"", ""Hangers"", ""Paid parking off premises"", ""Long term stays allowed"", ""Central air conditioning"", ""Washer"", ""Coffee maker"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Cooking basics"", ""Hot water""]",t,2021-08-29,2023-06-19,R22000091522,1,51277433,99.0,5.0,41.90104,-87.6336,6.0,2.0,2.0,4.0,300.0,2.0,720,2.0,1125.0,12,31,54,323,13.0,0.0,0.0,4.85,4.77,5.0,5.0,5.0,5.0,4.69,0.35
1270,Nat,2015-09-11,"Chicago, IL",within an hour,100%,1,Wicker Park,"['email', 'phone']",t,1,Neighborhood highlights,West Town,1,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Lockbox"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-12-18,2024-08-25,R18000036961,1,43933909,99.0,22.0,41.90961,-87.66808,2.0,1.4,1.5,2.1,145.0,1.0,30,2.2,1125.0,0,0,0,0,31.2,18.0,1.0,4.8,4.84,4.72,4.9,4.94,4.91,4.87,2.46
1271,Nat,2015-09-11,"Chicago, IL",within an hour,100%,1,Wicker Park,"['email', 'phone']",t,1,Neighborhood highlights,West Town,1,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Lockbox"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-12-18,2024-08-26,R18000036961,1,43933909,99.0,22.0,41.91126,-87.66975,2.0,1.4,1.5,2.1,145.0,1.0,30,2.2,30.0,0,0,0,0,31.2,19.0,1.0,4.86,4.91,4.72,4.88,4.93,4.91,4.87,2.58
1272,Nat,2015-09-11,"Chicago, IL",within an hour,100%,1,Wicker Park,"['email', 'phone']",t,1,Neighborhood highlights,West Town,1,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Room-darkening shades"", ""Clothing storage"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Lockbox"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Cleaning products"", ""Essentials"", ""Bed linens"", ""Iron"", ""Fire extinguisher"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Paid street parking off premises"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2018-12-16,2024-08-25,R18000036961,1,43933909,99.0,22.0,41.91001,-87.67,2.0,1.4,1.5,2.1,145.0,1.0,30,2.2,30.0,0,0,0,0,31.2,17.0,1.0,4.82,4.84,4.74,4.93,4.96,4.93,4.84,2.68
1286,Jessie,2016-08-21,"Chicago, IL",within an hour,100%,0,Englewood,"['email', 'phone']",t,1,Neighborhood highlights,Englewood,16,1,1 shared bath,"[""Refrigerator"", ""First aid kit"", ""Wifi"", ""Heating"", ""Stove"", ""Lock on bedroom door"", ""Shampoo"", ""Hangers"", ""Oven"", ""Free parking on premises"", ""Bathtub"", ""Room-darkening shades"", ""Patio or balcony"", ""Paid dryer \u2013 In building"", ""Long term stays allowed"", ""Rice maker"", ""High chair"", ""Paid washer \u2013 In building"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Window AC unit"", ""Toaster"", ""Smoke alarm"", ""Free street parking"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2019-01-02,2023-06-05,R19000037484,0,91186260,99.0,36.0,41.78977,-87.63453,3.0,1.0,1.0,3.0,42.0,32.0,60,32.0,1125.0,0,0,15,104,48.0,0.0,0.0,4.48,4.48,4.9,4.9,4.9,4.9,4.42,0.69
1288,Nat,2015-09-11,"Chicago, IL",within an hour,100%,1,Wicker Park,"['email', 'phone']",t,1,Neighborhood highlights,West Town,1,1,1 shared bath,"[""Shower gel"", ""Refrigerator"", ""First aid kit"", ""Self check-in"", ""Wifi"", ""Heating"", ""Dryer"", ""Stove"", ""Dining table"", ""Lock on bedroom door"", ""Shampoo"", ""Coffee"", ""Wine glasses"", ""Hangers"", ""Oven"", ""Room-darkening shades"", ""TV"", ""Air conditioning"", ""Patio or balcony"", ""Long term stays allowed"", ""Lockbox"", ""Clothing storage: closet"", ""Hot water kettle"", ""Coffee maker"", ""Conditioner"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishes and silverware"", ""Iron"", ""Fire extinguisher"", ""Private living room"", ""Luggage dropoff allowed"", ""Ceiling fan"", ""Carbon monoxide alarm"", ""Toaster"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Free street parking"", ""Freezer"", ""Baking sheet"", ""Portable fans"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Hot water""]",t,2021-01-24,2024-08-25,R18000036961,1,43933909,99.0,22.0,41.91112,-87.67027,2.0,1.4,1.5,2.1,244.0,1.0,30,2.2,30.0,0,0,0,0,38.0,17.0,1.0,4.92,4.97,4.92,4.92,5.0,4.87,4.79,0.86
