,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
7868,Maria Esperanza,2016-06-25,"Mexico City, Mexico",within an hour,100%,0,Colonia Renacimiento,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19,2,4 shared baths,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Induction stove"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Paid parking off premises"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2022-07-15,2024-09-24,Without license,1,79895724,100.0,27.0,19.431076049804688,-99.16026306152344,1.0,1.4,1.0,1.0,300.0,1.0,7,1.0,1125.0,19,40,69,69,37.0,19.0,2.0,4.65,4.78,4.73,4.89,4.84,4.84,4.68,1.38
7869,Maria Esperanza,2016-06-25,"Mexico City, Mexico",within an hour,100%,0,Colonia Renacimiento,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19,2,4 shared baths,"[""Iron"", ""TV"", ""Wifi"", ""Backyard"", ""Fire extinguisher"", ""Patio or balcony"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Self check-in"", ""Essentials"", ""Resort access"", ""Shampoo"", ""Exterior security cameras on property"", ""Paid parking off premises"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2024-04-14,2024-04-14,Without license,1,79895724,100.0,27.0,19.43086,-99.16115,1.0,1.4,1.0,1.0,300.0,1.0,30,1.0,1125.0,22,43,72,72,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.18
7870,Maria Esperanza,2016-06-25,"Mexico City, Mexico",within an hour,100%,0,Colonia Renacimiento,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19,2,4 shared baths,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Induction stove"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2020-09-18,2023-09-18,Without license,1,79895724,100.0,27.0,19.431076049804688,-99.16026306152344,1.0,1.4,1.0,1.0,300.0,1.0,7,1.0,1125.0,22,43,72,72,12.0,0.0,0.0,4.75,4.75,4.5,4.75,4.83,5.0,4.83,0.24
7871,Maria Esperanza,2016-06-25,"Mexico City, Mexico",within an hour,100%,0,Colonia Renacimiento,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19,2,4 shared baths,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Induction stove"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Blender"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""Luggage dropoff allowed"", ""TV"", ""Bed linens"", ""Kitchen"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2022-03-15,2024-09-08,Without license,1,79895724,100.0,27.0,19.431076049804688,-99.16026306152344,1.0,1.4,1.0,1.0,300.0,1.0,7,1.0,1125.0,18,39,68,68,33.0,10.0,2.0,4.7,4.88,4.85,4.79,4.82,4.88,4.76,1.07
7916,Guillermo,2020-07-27,"Ciudad de México, Mexico",Not defined,0%,0,Not specified,"['email', 'phone']",t,0,No specified,Venustiano Carranza,86,2,1 shared bath,"[""Iron"", ""Washer"", ""Wifi"", ""Fire extinguisher"", ""Breakfast"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Exterior security cameras on property"", ""Hangers""]",Unknown,31/12/2030,31/12/2030,Without license,0,358904741,96.3,1.0,19.42968,-99.2,1.0,1.4,1.4,1.8,1058.0,3.0,5,3.0,1125.0,0,0,0,0,0.0,0.0,0.0,4.8,4.65,4.9,4.8,4.9,4.9,4.8,0.05
7930,Héctor Manuel,2020-06-17,"Ciudad de México, Mexico",within an hour,83%,0,Centro Histórico de la Ciudad de México,"['email', 'phone']",t,1,"Ejido del Centro, Ciudad de México, Mexico",Cuauhtémoc,19,2,0 shared baths,"[""Fire extinguisher"", ""Smoke alarm"", ""Wifi"", ""First aid kit""]",t,2020-09-28,2024-02-04,Without license,1,350569707,85.0,4.0,19.43105,-99.13785,1.0,0.0,1.0,5.0,1900.0,1.0,1125,1.0,1125.0,30,60,90,365,8.0,2.0,0.0,4.63,4.75,4.9,4.88,4.63,5.0,4.5,0.16
8041,Azalia Teresa,2018-06-18,No location,a few days or more,0%,0,Not specified,"['email', 'phone']",t,1,No specified,Xochimilco,22,2,1 shared bath,"[""Free parking on premises"", ""Host greets you"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Pets allowed"", ""Smoking allowed"", ""Hair dryer""]",t,31/12/2030,31/12/2030,Without license,1,196375632,100.0,2.0,19.4,-99.2,2.0,1.0,1.0,1.0,224.0,1.6,1125,1.8,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.86,4.9,4.8,1.13
8226,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2021-12-30,2023-03-10,Without license,0,207240505,96.3,7.3,19.46431,-99.14497,1.0,2.5,1.0,1.0,171.0,1.6,365,1.8,365.0,30,60,90,180,4.0,0.0,0.0,4.5,4.9,4.9,4.75,4.9,4.75,4.5,0.12
8235,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,5 shared baths,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2022-09-28,2022-09-28,Without license,0,207240505,96.3,7.3,19.45938,-99.1479,1.0,1.4,1.0,1.0,168.0,1.6,365,1.8,365.0,30,60,90,365,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04
8248,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,3 shared baths,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2020-10-31,2023-08-31,Without license,0,207240505,96.3,7.3,19.46081,-99.14787,1.0,3.0,1.0,1.0,171.0,1.6,365,1.8,365.0,30,60,90,365,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06
8293,Juana,2020-09-09,No location,Not defined,0%,0,Not specified,"['email', 'phone']",t,0,No specified,Tlalpan,85,2,1 shared bath,"[""Free parking on premises"", ""Wifi"", ""Heating"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo""]",Unknown,31/12/2030,31/12/2030,Without license,0,366757698,96.3,1.0,19.4,-99.15874,2.0,1.4,1.4,1.8,949.0,1.0,30,1.0,1125.0,0,0,0,0,0.0,0.0,0.0,4.8,4.79,4.9,4.8,4.68,4.9,4.8,2.79
8431,Carlos,2020-10-03,No location,Not defined,0%,0,Not specified,['phone'],t,1,No specified,Coyoacán,22,2,1 shared bath,"[""Free parking on premises"", ""Washer"", ""Wifi"", ""Kitchen"", ""Hangers""]",t,31/12/2030,31/12/2030,Without license,0,370369266,96.3,2.0,19.33776,-99.18234,3.0,1.0,1.0,5.0,1058.0,1.6,265,1.8,1125.0,30,60,90,365,0.0,0.0,0.0,4.8,4.97,4.9,4.8,4.85,4.9,4.8,3.7
8530,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,4 shared baths,"[""Iron"", ""Washer"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Coffee maker"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2020-11-29,2021-07-19,Without license,0,207240505,96.3,7.3,19.46087,-99.14849,1.0,1.4,1.0,1.0,171.0,1.6,365,1.8,365.0,30,60,90,365,3.0,0.0,0.0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,0.06
8736,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2021-03-31,2023-04-03,Without license,0,207240505,96.3,7.3,19.46426,-99.14419,1.0,2.5,1.0,1.0,171.0,1.6,365,1.8,365.0,30,60,90,365,9.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.21
8759,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2021-01-08,2021-07-17,Without license,0,207240505,96.3,7.3,19.46396,-99.14571,1.0,2.5,1.0,1.0,199.0,1.6,365,1.8,365.0,30,60,90,365,3.0,0.0,0.0,4.8,5.0,4.67,4.67,5.0,5.0,4.67,0.07
8778,Iliana,2018-11-07,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Venustiano Carranza,22,2,1 shared bath,"[""Iron"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Host greets you"", ""Gas stove"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Shared backyard"", ""Body soap"", ""Carbon monoxide alarm"", ""First aid kit"", ""Garden view"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Sound system with aux"", ""Coffee"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Books and reading material"", ""Drying rack for clothing"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Window guards"", ""Clothing storage: wardrobe"", ""Free street parking"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer""]",t,2022-03-21,2024-09-23,Without license,0,224641671,99.0,3.0,19.41221,-99.2,4.0,1.0,1.0,4.0,417.0,1.0,2,1.0,1125.0,23,44,72,345,95.0,37.0,3.0,4.82,4.77,4.61,4.78,4.88,4.94,4.73,3.1
8780,Maria Esperanza,2016-06-25,"Mexico City, Mexico",within an hour,100%,0,Colonia Renacimiento,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,19,2,4 shared baths,"[""Iron"", ""Wifi"", ""Laundromat nearby"", ""Induction stove"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Blender"", ""Ceiling fan"", ""Hangers"", ""Body soap"", ""Hot water kettle"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Shower gel"", ""TV"", ""Bed linens"", ""Kitchen"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2020-12-15,2023-06-29,Without license,1,79895724,100.0,27.0,19.431076049804688,-99.16026306152344,1.0,1.4,1.0,1.0,300.0,1.0,7,1.0,1125.0,20,41,70,70,64.0,0.0,0.0,4.75,4.81,4.61,4.78,4.78,4.91,4.66,1.39
8951,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,0,207240505,96.3,7.3,19.46003,-99.14856,1.0,1.4,1.0,1.0,168.0,1.6,365,1.8,365.0,30,60,90,365,0.0,0.0,0.0,4.8,4.86,4.9,4.8,5.0,4.9,4.8,0.23
8953,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,3 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Shared backyard \u2013 Fully fenced"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2021-05-07,2022-11-30,Without license,0,207240505,96.3,7.3,19.45965,-99.14724,1.0,3.0,1.0,1.0,171.0,1.6,365,1.8,365.0,30,60,90,365,6.0,0.0,0.0,4.5,4.5,4.5,4.67,4.9,5.0,4.8,0.15
8988,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2021-06-15,2023-09-16,Without license,0,207240505,96.3,7.3,19.46145,-99.14823,1.0,1.4,1.0,1.0,169.0,1.6,365,1.8,365.0,30,60,90,365,2.0,0.0,0.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,0.05
9076,Héctor Manuel,2020-06-17,"Ciudad de México, Mexico",within an hour,83%,0,Centro Histórico de la Ciudad de México,"['email', 'phone']",t,1,No specified,Cuauhtémoc,19,2,0 shared baths,"[""Iron"", ""Wifi"", ""Fire extinguisher"", ""Kitchen"", ""First aid kit"", ""Cooking basics"", ""Smoke alarm""]",t,2022-07-15,2024-08-29,Without license,1,350569707,85.0,4.0,19.42908,-99.13632,1.0,0.0,1.0,1.0,249.0,1.0,15,1.0,1125.0,30,60,90,365,4.0,2.0,1.0,4.8,4.9,4.5,4.5,4.9,4.9,4.8,0.15
9148,Beatriz,2021-02-05,No location,Not defined,0%,0,Not specified,"['email', 'phone', 'work_email']",t,0,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,22,2,0 shared baths,"[""Free carport on premises \u2013 1 space"", ""Host greets you"", ""Smoking allowed"", ""Bed linens""]",Unknown,31/12/2030,31/12/2030,Without license,0,387390558,96.3,1.0,19.3399,-99.2,1.0,1.4,1.4,1.8,1350.0,1.6,1125,1.8,1125.0,0,0,0,0,0.0,0.0,0.0,4.8,5.0,4.9,4.8,4.95,4.9,4.8,1.25
9197,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,4 shared baths,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,0,207240505,96.3,7.3,19.46011,-99.14852,1.0,1.4,1.0,1.0,171.0,1.6,365,1.8,365.0,30,60,90,365,0.0,0.0,0.0,4.8,4.9,4.9,4.8,4.89,4.9,4.8,0.82
9200,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,0,207240505,96.3,7.3,19.4612,-99.14839,1.0,1.4,1.0,1.0,168.0,1.6,365,1.8,365.0,30,60,90,365,0.0,0.0,0.0,4.8,4.74,4.9,4.8,4.95,4.9,4.8,3.8
9240,Mario,2015-09-14,"Mexico City, Mexico",within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,"Juárez, Ciudad de México, Mexico",Cuauhtémoc,22,2,1 shared bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Private patio or balcony"", ""Freezer"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Host greets you"", ""Bikes"", ""Refrigerator"", ""Dishes and silverware"", ""Blender"", ""Portable fans"", ""HDTV with Amazon Prime Video, Netflix"", ""Body soap"", ""Long term stays allowed"", ""First aid kit"", ""Toaster"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Dryer"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Stove"", ""Extra pillows and blankets"", ""Cleaning products"", ""Room-darkening shades"", ""Wine glasses"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Single level home""]",t,2021-05-13,2024-09-16,Without license,0,44172701,70.0,3.0,19.42304,-99.16966,1.0,1.0,1.0,1.0,280.0,2.0,32,2.0,32.0,30,60,90,365,47.0,10.0,1.0,4.68,4.85,4.53,4.89,4.83,4.98,4.74,1.14
9339,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,2.5 shared baths,"[""Iron"", ""Washer"", ""Wifi"", ""Freezer"", ""Laundromat nearby"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Barbecue utensils"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Stove"", ""Window guards"", ""Fire extinguisher"", ""Room-darkening shades"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,0,207240505,96.3,7.3,19.46251,-99.14379,1.0,2.5,1.0,1.0,212.0,1.6,365,1.8,365.0,30,60,90,180,0.0,0.0,0.0,4.8,4.9,4.9,4.8,4.75,4.9,4.8,0.12
9340,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,5 shared baths,"[""Iron"", ""Outdoor furniture"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,2021-11-28,2022-05-01,Without license,0,207240505,96.3,7.3,19.45981,-99.14713,1.0,1.4,1.0,1.0,168.0,1.6,365,1.8,365.0,30,60,90,180,4.0,0.0,0.0,4.5,4.9,4.9,4.75,4.75,5.0,4.8,0.12
9341,Luis,2018-08-04,"Mexico City, Mexico",a few days or more,4%,0,Atlampa,"['email', 'phone']",t,1,No specified,Cuauhtémoc,17,2,3 shared baths,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Ethernet connection"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Free washer \u2013 In building"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Patio or balcony"", ""Bed linens"", ""Board games"", ""Kitchen"", ""Outdoor dining area"", ""Drying rack for clothing"", ""Stove"", ""Fire extinguisher"", ""Clothing storage"", ""Free street parking"", ""Microwave"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Building staff""]",t,31/12/2030,31/12/2030,Without license,0,207240505,96.3,7.3,19.46083,-99.14714,1.0,3.0,1.0,1.0,168.0,1.6,365,1.8,365.0,30,60,90,180,0.0,0.0,0.0,4.8,4.9,4.9,4.8,4.95,4.9,4.8,1.02
