,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,first_review,last_review,license,instant_bookable,host_id,host_acceptance_rate,host_total_listings_count,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
3866,Adrián,2017-01-10,"Mexico City, Mexico",within a few hours,100%,0,Campestre/Guadalupe Inn,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,15,3,0 zero,"[""Iron"", ""Hair dryer"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Kitchen"", ""Self check-in"", ""Essentials"", ""Free street parking"", ""Shampoo"", ""Hot water"", ""Pets allowed"", ""Cooking basics"", ""Lockbox"", ""Hangers""]",t,2019-02-24,2021-11-05,Without license,1,110805631,89.0,15.0,19.36071,-99.18928,6.0,1.4,1.0,1.8,500.0,1.0,1125,1.0,1125.0,30,60,90,365,4.0,0.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.06
4223,Alejandra,2015-06-18,"Mexico City, Mexico",within an hour,99%,0,Hipódromo,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,33,3,1 private bath,"[""Iron"", ""Washer"", ""Cleaning available during stay"", ""Heating - split type ductless system"", ""Dishes and silverware"", ""Self check-in"", ""AC - split type ductless system"", ""Hangers"", ""Mini fridge"", ""Body soap"", ""Carbon monoxide alarm"", ""Wifi \u2013 42 Mbps"", ""Breakfast"", ""Long term stays allowed"", ""Keypad"", ""Free dryer \u2013 In building"", ""Essentials"", ""Shampoo"", ""Hot water"", ""HDTV"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Coffee"", ""Patio or balcony"", ""Paid parking off premises"", ""Smoke alarm"", ""Cleaning products"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Coffee maker: Nespresso"", ""Dedicated workspace"", ""Smoking allowed"", ""Hair dryer""]",t,2018-10-28,2024-09-22,Without license,0,36166922,100.0,7.3,19.41092,-99.16882,2.0,1.0,1.0,1.0,1739.0,2.0,730,2.0,730.0,8,17,28,105,27.0,42.0,3.0,4.93,4.94,4.93,4.79,4.89,5.0,4.9,2.86
4520,Joaquin,2016-06-18,"Mexico City, Mexico",within an hour,100%,1,Hipódromo,"['email', 'phone', 'work_email']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,33,3,1 private bath,"[""Extra pillows and blankets"", ""Iron"", ""Backyard"", ""Wifi"", ""Elevator"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Host greets you"", ""Bed linens"", ""Long term stays allowed"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Hangers""]",t,2018-12-31,2024-09-24,Without license,0,78456925,100.0,7.0,19.40307,-99.1705,2.0,1.0,1.0,1.0,293.0,3.0,1125,3.0,1125.0,0,10,20,263,27.0,24.0,2.0,4.79,4.91,4.89,4.94,4.88,4.91,4.83,2.63
4612,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Building staff"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Mini fridge""]",t,2019-04-04,2024-02-04,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,6.0,1.4,1.0,1.8,350.0,1.0,30,1.0,30.0,25,55,84,356,6.0,1.0,0.0,4.8,4.9,4.5,4.9,4.9,4.9,4.8,0.09
4614,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Fire extinguisher"", ""Smoking allowed"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""TV with Netflix"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",t,2022-02-17,2023-04-03,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,4.0,1.4,1.0,1.8,1600.0,1.0,30,1.0,30.0,29,59,88,360,2.0,0.0,0.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0.06
4618,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Fire extinguisher"", ""Long term stays allowed"", ""Self check-in"", ""TV with DVD player"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",t,2019-11-02,2019-11-02,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,3.0,1.4,1.0,1.8,566.0,1.0,30,1.0,30.0,28,55,84,331,1.0,0.0,0.0,4.8,5.0,5.0,5.0,5.0,5.0,4.8,0.02
4619,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Outdoor furniture"", ""Children\u2019s books and toys"", ""Self check-in"", ""Hangers"", ""Hammock"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""BBQ grill"", ""Outdoor dining area"", ""Fast wifi \u2013 52 Mbps"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid washer"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",t,2019-10-21,2019-11-03,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,2.0,1.4,1.0,1.8,566.0,1.0,30,1.0,30.0,0,0,0,0,2.0,0.0,0.0,4.8,4.9,5.0,4.9,4.9,4.9,4.5,0.03
4620,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",t,2022-04-17,2023-10-15,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,4.0,1.4,1.0,1.8,566.0,1.0,30,1.0,30.0,26,53,82,354,4.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0.13
4621,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 shared bath,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Backyard"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Patio or balcony"", ""Outdoor dining area"", ""EV charger"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",t,2019-02-23,2024-08-18,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,2.0,1.4,1.0,1.8,566.0,1.0,30,1.0,30.0,18,38,63,335,23.0,8.0,0.0,4.7,4.83,4.43,4.96,4.78,4.87,4.57,0.34
4628,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Mosquito net"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Mini fridge"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Paid washer \u2013 In unit"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Board games"", ""32 inch TV with Netflix"", ""Outdoor dining area"", ""Smoke alarm"", ""Cleaning products"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Microwave""]",t,2019-02-03,2023-11-07,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,5.0,1.4,1.0,1.8,596.0,1.0,30,1.0,30.0,29,47,76,323,9.0,1.0,0.0,4.8,4.44,4.44,4.9,4.9,4.9,4.44,0.13
4629,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Washer"", ""Luggage dropoff allowed"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Long term stays allowed"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Building staff"", ""HDTV with Netflix"", ""Dedicated workspace"", ""Smoking allowed"", ""Smoke alarm"", ""Hangers"", ""Mini fridge""]",t,2019-01-10,2024-02-04,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,6.0,1.4,1.0,1.8,596.0,1.0,30,1.0,30.0,26,52,81,353,7.0,1.0,0.0,4.8,4.9,4.57,4.9,4.9,4.9,4.8,0.1
4630,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Smoking allowed"", ""Hot water"", ""TV with Netflix"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking off premises"", ""Building staff""]",t,2019-06-16,2023-03-04,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,4.0,1.4,1.0,1.8,596.0,1.0,30,1.0,30.0,29,58,87,359,7.0,0.0,0.0,4.57,4.71,4.43,5.0,5.0,4.86,4.71,0.11
4631,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Self check-in"", ""Essentials"", ""Smoking allowed"", ""Dedicated workspace"", ""TV with Netflix"", ""Smoke alarm"", ""Hangers"", ""Building staff""]",t,2019-11-18,2023-06-25,Without license,1,234325486,100.0,13.0,19.45702,-99.17842,3.0,1.4,1.0,1.8,596.0,1.0,30,1.0,30.0,23,53,82,350,5.0,0.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.08
4632,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Wifi"", ""Mosquito net"", ""Self check-in"", ""Portable fans"", ""Hangers"", ""Mini fridge"", ""Paid parking lot on premises \u2013 4 spaces"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""32 inch TV with Netflix"", ""Smoke alarm"", ""Neutro body soap"", ""Fire extinguisher"", ""Clothing storage: dresser"", ""Paid washer"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",t,2021-11-07,2022-03-21,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,2.0,1.4,1.0,1.8,596.0,1.0,30,1.0,30.0,0,0,0,0,3.0,0.0,0.0,4.8,4.9,4.9,4.9,4.9,4.9,4.8,0.09
4633,Rch,2019-01-04,No location,within an hour,100%,1,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,8,3,1 private bath,"[""Iron"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Body soap"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Luggage dropoff allowed"", ""TV"", ""Coffee"", ""Smoke alarm"", ""Fire extinguisher"", ""Paid washer"", ""Dedicated workspace"", ""Smoking allowed"", ""Building staff""]",t,2021-10-31,2022-06-04,Without license,1,234325486,100.0,13.0,19.45618,-99.17889,2.0,1.4,1.0,1.8,596.0,1.0,30,1.0,30.0,29,58,86,358,10.0,0.0,0.0,4.5,4.6,4.7,4.9,4.6,4.9,4.8,0.28
4706,Victor Miguel,2018-12-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Miguel Hidalgo,42,3,1 private bath,"[""Free parking on premises"", ""TV"", ""Wifi"", ""Backyard"", ""Fire extinguisher"", ""First aid kit"", ""Self check-in"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm"", ""Building staff""]",t,2020-02-25,2024-04-18,Without license,0,231841797,93.0,4.0,19.42512,-99.2,1.0,1.0,1.0,1.0,600.0,1.0,360,1.0,360.0,30,60,90,365,43.0,3.0,0.0,4.56,4.65,4.51,4.79,4.53,5.0,4.65,0.77
4839,Cristián,2016-04-26,"Mexico City, Mexico",within an hour,100%,1,Coyoacán,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Coyoacán,15,3,1 private bath,"[""Iron"", ""Wifi"", ""Heating"", ""Host greets you"", ""Window AC unit"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Mini fridge"", ""Free parking on premises"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2019-03-12,2024-06-27,Without license,1,69008113,100.0,9.0,19.34856,-99.16461,4.0,1.4,1.0,1.8,1902.0,1.0,365,1.0,365.0,7,16,36,288,30.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.97,5.0,0.44
4869,Charlic,2022-10-31,No location,within an hour,100%,1,Not specified,['phone'],t,1,"Juárez, Ciudad de México, Mexico",Cuauhtémoc,33,3,1 bath,"[""Iron"", ""Washer"", ""Elevator"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Portable fans"", ""Hangers"", ""Body soap"", ""Carbon monoxide alarm"", ""Coffee maker"", ""First aid kit"", ""Essentials"", ""Hot water"", ""Dryer"", ""TV"", ""Babysitter recommendations"", ""Patio or balcony"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Paid parking off premises"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Indoor fireplace"", ""Fire extinguisher"", ""Gym"", ""Microwave"", ""Hair dryer"", ""Building staff""]",t,2020-06-30,2023-08-27,Without license,0,485786839,97.0,11.0,19.42429,-99.17142,2.0,1.0,0.0,1.0,1994.0,1.0,1125,1.0,1125.0,28,49,79,354,4.0,0.0,0.0,4.75,4.75,5.0,5.0,5.0,5.0,4.5,0.08
4968,Diana,2014-12-27,"Mexico City, Mexico",within an hour,100%,0,Centro Histórico,"['email', 'phone', 'work_email']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,15,3,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""TV"", ""Wifi"", ""Heating"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Private backyard \u2013 Fully fenced"", ""Air conditioning"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Hair dryer"", ""Building staff""]",t,2020-09-07,2023-10-08,Without license,1,25246983,100.0,7.0,19.43333,-99.13457,2.0,1.0,1.0,1.0,1058.0,1.0,370,1.0,370.0,19,30,30,30,9.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.18
5099,Maria Adela,2016-04-18,"Mexico City, Mexico",Not defined,0%,1,Juárez,"['email', 'phone', 'work_email']",t,1,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,33,3,1 bath,"[""Iron"", ""Wifi"", ""Window AC unit"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Pets allowed"", ""Building staff"", ""Ceiling fan"", ""Hangers"", ""Free parking on premises"", ""Coffee maker"", ""Toaster"", ""Essentials"", ""Hot water"", ""Crib - available upon request"", ""Clothing storage: closet"", ""Paid street parking off premises"", ""TV"", ""Free dryer \u2013 In unit"", ""Bed linens"", ""Kitchen"", ""Central heating"", ""Smoke alarm"", ""Stove"", ""Safe"", ""Fire extinguisher"", ""Room-darkening shades"", ""Exterior security cameras on property"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,0,67744437,100.0,10.0,19.43606,-99.19521,4.0,1.4,2.0,1.8,1021.0,3.0,1125,3.0,1125.0,0,0,0,0,0.0,0.0,0.0,4.8,4.88,4.9,4.8,4.82,4.9,4.8,2.0
5154,Tere Erandine,2019-01-29,Mexico,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Benito Juárez,33,3,1 bath,"[""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",t,2019-07-21,2023-10-30,Without license,1,239812412,100.0,6.0,19.37099,-99.18776,2.0,1.4,1.0,1.8,563.0,1.0,600,1.0,600.0,0,0,0,268,2.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
5155,Tere Erandine,2019-01-29,Mexico,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Benito Juárez,33,3,1 bath,"[""Iron"", ""Wifi"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Kitchen"", ""Paid parking off premises"", ""Stove"", ""Extra pillows and blankets"", ""Microwave"", ""Cooking basics"", ""Hair dryer""]",t,2019-07-30,2023-12-03,Without license,1,239812412,100.0,6.0,19.37123,-99.18814,2.0,1.0,1.0,1.0,890.0,2.0,700,2.0,700.0,29,59,89,364,8.0,2.0,0.0,5.0,4.88,5.0,5.0,4.75,4.88,5.0,0.13
5156,Tere Erandine,2019-01-29,Mexico,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Benito Juárez,33,3,1 bath,"[""Luggage dropoff allowed"", ""TV"", ""Wifi"", ""Patio or balcony"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Refrigerator"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Hangers""]",t,2019-10-06,2022-05-15,Without license,0,239812412,100.0,6.0,19.37109,-99.18977,2.0,1.4,1.0,1.8,890.0,1.0,600,1.0,600.0,0,15,45,320,2.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
5231,Roma Spot,2019-04-02,"Ciudad de México, Mexico",within an hour,100%,1,Roma Norte,"['email', 'phone', 'work_email']",t,1,No specified,Cuauhtémoc,15,3,0 zero,"[""Washer"", ""Wifi"", ""Private patio or balcony"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Dryer"", ""TV"", ""Kitchen"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Lockbox"", ""Microwave""]",t,31/12/2030,31/12/2030,Without license,0,252901192,100.0,6.0,19.41425,-99.16339,2.0,1.5,1.0,1.0,1058.0,1.6,29,1.8,1125.0,21,36,62,337,0.0,0.0,0.0,4.8,5.0,4.9,4.8,5.0,4.9,4.8,0.02
5273,Jimena,2015-10-19,"Mexico City, Mexico",within an hour,100%,0,San Miguel Chapultepec,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,42,3,1 private bath,"[""Iron"", ""Washer"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Building staff"", ""Hangers"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""TV"", ""Patio or balcony"", ""Kitchen"", ""Oven"", ""BBQ grill"", ""Paid parking off premises"", ""Smoke alarm"", ""Stove"", ""Fire extinguisher"", ""Free street parking"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2019-06-23,2024-09-16,Without license,1,46981156,93.0,10.0,19.41337,-99.18208,2.0,1.0,1.0,1.0,1050.0,2.0,1125,2.0,1125.0,29,59,89,364,19.0,5.0,1.0,4.79,4.63,4.74,4.79,4.74,4.9,4.68,0.3
5338,Adrián,2017-01-10,"Mexico City, Mexico",within a few hours,100%,0,Campestre/Guadalupe Inn,"['email', 'phone']",t,1,"Mexico City, Ciudad de México, Mexico",Álvaro Obregón,15,3,1 private bath,"[""Iron"", ""TV"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""Self check-in"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Cooking basics"", ""Lockbox"", ""Hair dryer""]",t,2024-04-26,2024-04-26,Without license,0,110805631,89.0,15.0,19.36082,-99.18874,2.0,1.4,1.0,1.8,1250.0,1.0,1125,1.0,1125.0,0,24,54,329,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.19
5365,Ana Patricia,2017-11-12,"Mexico City, Mexico",Not defined,0%,0,Not specified,"['email', 'phone']",t,0,"Mexico City, Ciudad de México, Mexico",Coyoacán,53,3,1 shared bath,"[""Hair dryer"", ""Wifi"", ""Exterior security cameras on property"", ""Breakfast"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Smoking allowed"", ""Hangers""]",Unknown,31/12/2030,31/12/2030,Without license,0,158491530,96.3,1.0,19.35653,-99.13197,1.0,1.4,1.0,1.8,410.0,2.0,2,2.0,2.0,0,0,0,0,0.0,0.0,0.0,4.8,4.5,4.9,4.8,4.79,4.9,4.8,3.38
5367,Jorge,2018-03-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,42,3,1 private bath,"[""Iron"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Wifi"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Self check-in"", ""Essentials"", ""Oven"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Hangers"", ""Stove""]",t,2019-06-01,2020-03-08,Without license,1,179833599,100.0,9.0,19.43024,-99.17025,2.0,1.0,1.4,1.0,1058.0,1.0,1125,1.0,30.0,5,9,24,274,40.0,0.0,0.0,4.9,4.93,5.0,4.93,4.95,5.0,4.88,0.62
5397,Fernando,2010-08-09,"Mexico City, Mexico",within an hour,100%,1,Condesa,"['email', 'phone', 'work_email']",t,1,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,33,3,1 private bath,"[""Iron"", ""Carbon monoxide alarm"", ""Wifi"", ""TV with standard cable"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Host greets you"", ""Kitchen"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Hair dryer""]",t,2024-09-11,2024-09-11,Without license,1,196253,93.0,13.0,19.41008,-99.17827,3.0,1.4,1.0,1.8,1000.0,1.0,365,2.0,365.0,27,31,57,332,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0
5443,Tere Erandine,2019-01-29,Mexico,within a few hours,100%,0,Not specified,"['email', 'phone']",t,1,"Mexico City, CDMX, Mexico",Benito Juárez,33,3,1 bath,"[""Dryer"", ""Body soap"", ""Cleaning products"", ""Iron"", ""TV"", ""Wifi"", ""Luggage dropoff allowed"", ""Hangers"", ""Host greets you"", ""Kitchen"", ""Long term stays allowed"", ""Dishes and silverware"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Cooking basics"", ""Hair dryer""]",t,2023-10-30,2023-10-30,Without license,0,239812412,100.0,6.0,19.37002,-99.18933,2.0,1.4,1.0,1.8,1023.0,1.0,600,1.0,600.0,0,0,4,279,1.0,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09
5447,Jorge,2018-03-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,42,3,1 private bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Dishes and silverware"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Long term stays allowed"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed"", ""TV"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2019-06-02,2019-11-16,Without license,1,179833599,100.0,9.0,19.43013,-99.16986,2.0,1.0,1.4,1.0,1058.0,1.0,1125,1.0,30.0,9,15,32,300,20.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.95,0.31
5449,Jorge,2018-03-21,"Mexico City, Mexico",within an hour,100%,0,Not specified,"['email', 'phone']",t,1,No specified,Cuauhtémoc,42,3,1 private bath,"[""Iron"", ""Wifi"", ""Refrigerator"", ""Self check-in"", ""Hangers"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Breakfast"", ""Keypad"", ""First aid kit"", ""Essentials"", ""Shampoo"", ""Hot water"", ""TV"", ""Oven"", ""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Cooking basics"", ""Hair dryer"", ""Microwave""]",t,2019-06-02,2019-11-14,Without license,1,179833599,100.0,9.0,19.42931,-99.17144,2.0,1.0,1.4,1.0,1058.0,1.0,1125,1.0,30.0,8,13,36,290,19.0,0.0,0.0,5.0,5.0,4.95,4.89,4.84,5.0,5.0,0.29
